Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,>23y.o,1,Nursing,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Armed Forces Professions,100.8,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,1
Single,2nd_phase_GC,2,Journalism_Communic,daytime,2nd_Edu,133.1,Brazilian,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,105.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,0
Single,Intl_student_bachelor,1,Equinculture,daytime,2nd_Edu,133.1,Brazilian,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,100.0,No,No,No,Yes,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,1
Married,>23y.o,1,Basic_Edu,daytime,11th_yr_of_Sch_NC,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Unknown,Student,Student,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,1
Married,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,114.0,No,No,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,0
Single,1st_Ph_GC,5,Journalism_Communic,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,0
Single,1st_Ph_GC,5,Nursing,daytime,2nd_Edu,132.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",120.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,4,Nursing,daytime,2nd_Edu,115.0,Portuguese,Degree,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111.5,Yes,No,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,1
Single,short_Cyc_diploma,1,Veterinary_Nursing,daytime,Pro_higher_Technic_Crs,130.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,128.8,No,No,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,1
Single,1st_Ph_GC,4,Animation_Multimed_Des,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Armed Forces Professions,110.0,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0
Married,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",113.5,Yes,No,No,Yes,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,1
Divorced,>23y.o,1,Agronomy,daytime,Other/11th_yr_of_Sch,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160.0,No,No,No,Yes,Female,No,43,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,0
Single,3rd_Ph_GC,1,Basic_Edu,daytime,2nd_Edu,123.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",117.4,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,1
Single,change_of_Inst/Crs,1,Communic_Des,daytime,2nd_Edu,130.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122.2,No,No,Yes,Yes,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,2,Social_Serv,daytime,2nd_Edu,122.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",118.2,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,1
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,113.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,106.7,Yes,No,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,1
Single,1st_Ph_GC,5,Nursing,daytime,2nd_Edu,111.0,Portuguese,Degree,Masters,Administrative staff,Intermediate Level Technicians and Professions,108.2,Yes,No,No,Yes,Female,No,20,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,1
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,142.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",136.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,131.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,0
Single,1st_Ph_GC,3,Journalism_Communic,daytime,2nd_Edu,158.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",157.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,0
Single,2nd_phase_GC,2,Nursing,daytime,2nd_Edu,122.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,131.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,1
Single,1st_Ph_GC,2,Veterinary_Nursing,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",137.0,No,No,No,Yes,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,127.0,Portuguese,Bachelors_Degree,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",121.8,No,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,1,Tourism,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",131.0,Yes,No,No,Yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,2,Mgmt,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",118.6,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,0
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,137.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Specialists in Intellectual and Scientific Activities,Unskilled Workers,122.3,No,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,131.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,127.9,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",121.3,Yes,No,No,Yes,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,0
Single,2nd_phase_GC,6,Oral_Hygiene,daytime,2nd_Edu,122.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",117.1,Yes,No,No,Yes,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,1
Single,tech_Spc_diploma,1,Veterinary_Nursing,daytime,Techno_Spc_Crs,160.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,160.0,Yes,No,No,Yes,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,3,Social_Serv,daytime,2nd_Edu,131.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Techno_Spc_Crs,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,122.6,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,6,Nursing,daytime,2nd_Edu,132.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Installation and Machine Operators and Assembly Workers,Unskilled Workers,128.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,3,Nursing,daytime,2nd_Edu,138.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,124.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,1
Single,2nd_phase_GC,2,Communic_Des,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,123.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,4,Mgmt,daytime,2nd_Edu,126.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,120.1,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,6,Nursing,daytime,2nd_Edu,148.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,131.7,Yes,No,No,Yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,1
Single,change_of_Crs,1,Social_Serv,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",133.2,No,No,No,Yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,117.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Intermediate Level Technicians and Professions,Unskilled Workers,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,1
Single,2nd_phase_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,120.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",113.0,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,153.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Office workers, secretaries in general and data processing operators",175,157.9,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,0
Single,3rd_Ph_GC,1,Nursing,daytime,2nd_Edu,178.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,174.7,No,No,No,Yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,5,Nursing,daytime,2nd_Edu,129.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,128.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,6,Journalism_Communic,daytime,2nd_Edu,116.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Administrative staff,110.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,3,Social_Serv,daytime,2nd_Edu,135.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Other_11th_yr_of_Sch,Unskilled Workers,Armed Forces Professions,121.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,3,Nursing,daytime,2nd_Edu,141.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,0
Single,2nd_phase_GC,5,Basic_Edu,daytime,2nd_Edu,132.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",119.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,4,Tourism,daytime,2nd_Edu,132.0,Portuguese,Other_11th_yr_of_Sch,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,124.7,Yes,No,No,Yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,1
Single,2nd_phase_GC,1,Tourism,daytime,2nd_Edu,113.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Armed Forces Professions,117.2,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,134.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,128.8,No,No,No,Yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,136.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,131.5,No,No,No,Yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,129.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Basic_Edu,daytime,2nd_Edu,137.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,132.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,0
Single,change_of_Crs,1,Basic_Edu,daytime,2nd_Edu,115.0,Portuguese,Degree,Basic_Edu_1st_Cyc_or_Eq,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",108.7,Yes,No,No,Yes,Female,No,21,No,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,1
Single,1st_Ph_GC,1,Basic_Edu,daytime,2nd_Edu,129.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138.1,No,No,No,Yes,Female,No,19,No,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,131.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,126.5,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,2,Social_Serv,daytime,2nd_Edu,133.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,127.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,0
Single,1st_Ph_GC,3,Social_Serv,daytime,2nd_Edu,125.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Armed Forces Professions,123.6,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,0
Single,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,120.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers,122.0,No,No,No,Yes,Female,Yes,24,No,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,128.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",118.2,No,No,No,Yes,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,1
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,127.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",123.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,0
Single,1st_Ph_GC,2,Nursing,daytime,2nd_Edu,134.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Unskilled Workers,125.8,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,0
Single,2nd_phase_GC,5,Basic_Edu,daytime,2nd_Edu,132.0,Portuguese,Other_11th_yr_of_Sch,Other_11th_yr_of_Sch,Administrative staff,Administrative staff,123.3,Yes,No,No,Yes,Female,No,21,No,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,1
Single,2nd_phase_GC,2,Adver_Mktg_Mgmt,daytime,2nd_Edu,124.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,124.4,No,No,No,Yes,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,0
Single,2nd_phase_GC,1,Journalism_Communic,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.0,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,0
Single,2nd_phase_GC,3,Social_Serv,daytime,2nd_Edu,125.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Installation and Machine Operators and Assembly Workers,121.5,No,No,No,Yes,Female,No,19,No,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,0
Single,>23y.o,1,Nursing,daytime,degree,130.0,Portuguese,Bachelors_Degree,Bachelors_Degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",130.0,No,No,No,Yes,Female,No,29,No,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,0
Single,change_of_Crs,1,Social_Serv,daytime,2nd_Edu,125.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,1
Single,2nd_phase_GC,2,Oral_Hygiene,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Intermediate Level Technicians and Professions,Armed Forces Professions,108.0,No,No,No,Yes,Female,No,20,No,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,0
Single,2nd_phase_GC,1,Nursing,daytime,2nd_Edu,131.0,Portuguese,Bachelors_Degree,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",132.3,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,0
Single,transfer,1,Social_Serv_eve_AA,evening,2nd_Edu,150.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Bachelors_Degree,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",148.0,No,No,No,Yes,Female,No,26,No,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,0
Single,2nd_phase_GC,2,Tourism,daytime,2nd_Edu,125.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,122.6,Yes,No,Yes,No,Female,No,20,No,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,1
Single,>23y.o,1,Basic_Edu,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",102.5,No,No,No,Yes,Female,No,27,No,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,0
